GRT_LABELLED_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumDimensions: 3
TotalNumExamples: 154
NumberOfClasses: 3
ClassIDsAndCounters: 
1	39	NOT_SET
2	51	NOT_SET
3	64	NOT_SET
UseExternalRanges: 0
Data:
3	0.145279	-0.95665	0.0453796
3	0.0389252	0.578796	-0.713303
3	0.110184	0.589401	-0.859222
3	-0.0694885	0.472153	-0.795242
3	-0.162277	0.402313	-0.828995
3	-0.214935	0.40065	-0.982407
3	-0.0704651	0.300919	-0.740845
3	-0.180923	0.633865	-0.663223
3	0.0552826	0.521408	-1.006
3	-0.221817	0.406372	-0.793411
3	-0.204529	0.455414	-0.955978
3	0.185196	0.217026	-0.900177
3	0.155411	0.170807	-0.925507
3	0.219254	0.203766	-0.925842
3	-0.163193	0.519531	-1.01575
3	-0.0630341	0.450394	-0.836716
3	0.0609131	0.697968	-0.871063
3	-0.00332642	0.63414	-0.772049
3	0.071991	0.693497	-0.811081
3	0.103043	0.693848	-0.783432
